,dimension5,transactionRevenue,revenuePerItem,itemQuantity
486,28323,0,0,0
487,28510,0,0,0
488,285d323f728570c70b3f07cba4148ae9,1195,239,5
489,285e195df9f549adcb27ee8dc7fbe387,1895,379,5
490,28611,0,0,0
491,2881c46ad0625dc7921ec2dc43f8a9b2,8585,429.25,20
492,28b33c4fefefa66b0b77b3d2f18d0006,999,199.8,5
493,28bc3a732fa7eb43a0ff9a9e82f5a34b,2345,469,5
494,28c1500d208dad87ca83107502936735,2010,502.5,4
495,28fe5897a620c7064f7e2fd14cb8bed9,4365,545.625,8
496,29002,0,0,0
497,29084,0,0,0
498,2918db2f6d3cd1d336ddc3b02566bfa7,1065,88.75,12
499,292088067f33fea7a6fc12566495dbf5,1198,599,2
500,295e9f988f8defa483529af32c3bb7f8,4877,256.684210526316,19
501,29628fe31453f142f3af9cdf83cbae6f,1137,568.5,2
502,29752,0,0,0
503,297a79ea6d301fd5f0957acd3d8b0197,1279,1279,1
504,29883,0,0,0
505,29909,0,0,0
506,2991778b16f088d1497a474fcd734ee8,2000,222.222222222222,9
507,29aa2bf70395a7c6264a1b9f9805d81a,17070,2422.85227272727,37
508,29cf6562f0c8e435584cdf470b99f377,3196,799,4
509,2a05901bf55ea1bd1592859fb50d378e,1231,307.75,4
510,2a17972e81cf367e3f6cc3d3c71a99a0,1192,149,8
511,2a32bafbcc5fee4ca57390fe9fdca39f,4879,287,17
512,2a36dd70b0441ca864aadfbfee742b3e,1596,266,6
513,2a83aa060b140d2ad790fd93213b783b,3058,127.416666666667,24
514,2a95f1fbd991efaf2b7d9f214ba0e728,2777,507.3,11
515,2aaef5e90b59329ad776da1fae66be7f,1377,459,3
516,2aaf146fda22ef389a7728a9cef77e7a,3128,521.333333333333,6
517,2abc352fd309a44954d97b28bcf2e320,1149,1149,1
518,2adeae85c13bc5c23c019392f936d7f4,3058,611.6,5
519,2ae334e500f61d15cb2d52ea9ecc844b,4064,254,16
520,2ae417868857efc5bb3667e6d29bc3e1,3069,170.5,18
521,2ae79b9ad5e47e960313929202dfe33a,1432,286.4,5
522,2b3482d6ac8e41cab8b9132f44a517a9,2112,422.4,5
523,2b49facef76362b5333efc974cd25fb5,2901,322.333333333333,9
524,2b65af5120e1a7a0a1f94a98ce30537c,3138,523,6
525,2b705cc6b06834618beca21e923877fe,1068,118.666666666667,9
526,2b7a3cff6c49bba4057db7528b6f76ea,3135,313.5,10
527,2b7dc0f3ccc2f927281686947d5d5d25,1455,485,3
528,2b9663e05fe350e520deb6dc6d1c036e,2785,557,5
529,2b993bc1877ab4ae89efe0a917d80e7e,1240,620,2
530,2b9f8797e5ccf729b24d367ab044c3b7,2156,308,7
531,2bbb14ae70e7ef233e1a48319b5bd351,4738,1235.46666666667,8
532,2bd54b67974f6b183f7257c2411b16f8,1094,364.666666666667,3
533,2bd6bbad0d26f93dce853b7c31d5755b,4005,445,9
534,2bdc7030091436252a139663894df6a0,6782,348.68,35
535,2bf29267d346819ea18b824af7a37422,4159,209.526315789474,19
536,2bfa90558ed436aa083f74616c84f453,3691,738.2,5
537,2c08f459678e36267a4a5f82b31cf78e,1510,302,5
538,2c3bfccaf8b5635c46bca047f0f22f1f,2325,465,5
539,2c6a90d98d081d6f51e2c64a740b402b,2326,581.5,4
540,2c6d065c6e04a5ad3b302aa3fee3ba7e,2064,688,3
541,2c7a7533f79660f4b5d04f528ed685ec,2682,1341,2
542,2cb12171698256d777ffaa09811f5ca8,1700,850,2
543,2cc5f455fb53ae07fbe6d6325233404f,1380,460,3
544,2cd7d2f4a43584fce874e7266111d64e,1050,175,6
545,2cd83f3ab0ae7233f5f7de5270a03968,3191,354.555555555556,9
546,2d017ee52e7742fde4b2c514cbdcda0f,1515,505,3
547,2d0304df19de861404f70cf897fb8041,2101,420.2,5
548,2d166a73f18dcbfaeaa2ffaa58442c97,3537,707.4,5
549,2d3b013fa65c43ad13f87f80d236ab77,1346,269.2,5
550,2d57e5db7b133b964c7ed09c2bb6553f,2706,541.2,5
551,2d781a0522f6e20dd453e5ae027c2cb4,7467,373.35,20
552,2d8ab224e340ee77131d379c1ec40680,1083,270.75,4
553,2da0ad52cc7800e448ac8567835bb833,2202,734,3
554,2da35ddc5f1846b8a597a6cfe228d9a5,8140,1017.5,8
555,2daebe3325926af8e139ba8c654b494e,3242,324.2,10
556,2dc40d716a397be5719ce08bfb2fe2eb,7048,1762,8
557,2dc770a3e289f89e6451f13a5f80c243,7868,655.666666666667,12
558,2dfd5b5fae082a67cbcf3afa8df4948b,7768,1711.8,9
559,2e051647807c0b0266096a9702bc9030,1094,182.333333333333,6
560,2e0e92239298787d14a49c5abd54a726,6622,441.466666666667,15
561,2e18bbe7a28307be58368f098b4c497c,3132,348,9
562,2e1dee82447b2acc8c85c6464c181d91,3029,178.176470588235,17
563,2e247a1f9a65747434c49bb38a0daf5b,3204,400.5,8
564,2e277a64b52cd00876a0c4d729e2a954,3820,382,10
565,2e32c8141e41ea16ce73ae945303c27d,2291,572.75,4
566,2e33fbd1b896838bc8f8d18a8fe7a38b,4134,516.75,8
567,2e399c5e52987d80322a5dbc88de5289,3465,866.25,4
568,2e40d7327043b56fb605004a9182c9b6,1630,407.5,4
569,2e5a7c42e335568b41067dac48e4ea56,3006,231.230769230769,13
570,2e842836198075c6b927fe2611e7361b,2123,530.75,4
571,2e88b9f2fb92e5cea0edb50b84588f4b,3608,257.714285714286,14
572,2e8ca69070f16238a549f1bd8e13013e,2274,379,6
573,2ebb8e5433e35dd70a25391bcd2ffca7,2109,703,3
574,2ebf74ecbf78de9c728c2d2a9f9b374a,1598,799,2
575,2ee07df2852f81e4a84627b110610a3f,3269,544.833333333333,6
576,2eed5bc9c76c74900dfb613ea2e28c67,1734,578,3
577,2efe0c4950026228ef2530926a5e6ad8,3084,616.8,5
578,2f0160d35a014b8a4a1f4714a1a3e138,3172,453.142857142857,7
579,2f4650bf7f618f6a1257e5f47ad421fc,2158,269.75,8
580,2fd34224fa53185d2a79b0e2e4691322,2029,405.8,5
581,2fe09dd3e3916bfabd145d4b1cdeb4d5,3453,575.5,6
582,2fe1f522438ff544531f7ad502823dfb,1052,263,4
583,2ff03ec21a29efdc30a40d6b99232c17,2364,262.666666666667,9
584,30134,0,0,0
585,30157,0,0,0
586,30171,0,0,0
587,30258e43d3d9a3ec6141e507b0e97a79,3775,943.75,4
588,30484e5e425c192fbffbde945dc42fbf,5398,385.571428571429,14
589,305ac25e3cb21e598190275e16b62cca,1113,159,7
590,305d09ce8f2e8567ae88122e3e5acfde,2216,443.2,5
591,30609288ed79b8e3e1a28b90579d4b85,1590,159,10
592,306816722fff685844bd63b39216b5c8,3317,473.857142857143,7
593,30685,0,0,0
594,3071,0,0,0
595,307166ed422a0b10ca52a8bf0002a44b,6940,347,20
596,30884,0,0,0
597,30a37fd5d7ddb8210ffc5322de2fa0a4,1556,778,2
598,30f976ca68716818879c3f63f5b365ca,5677,298.789473684211,19
599,30fffc9fafda8f6154d3cdbb500dbeda,1058,529,2
600,310ee7fb27c855930efa5090a20947bd,5200,371.428571428571,14
601,31147,0,0,0
602,31164,0,0,0
603,3117b8bd25d07e2af90d2ca865886790,3223,644.6,5
604,3121c8b6c4bc66f4269ee6e5e40dc161,2034,254.25,8
605,312897caa358e24e4e521d8d72440123,8081,897.888888888889,9
606,3132eba3d854e62092d15e37c5fa2051,6307,315.35,20
607,31336,0,0,0
608,31450d530784f9e8031083eb8ff1dede,5390,414.615384615385,13
609,314bcc913c75f21287c766e0729cf7af,3696,528,7
610,31604,0,0,0
611,31630,0,0,0
612,316794d5e88d6b63eac0badb9b899eb4,1227,409,3
613,31699,0,0,0
614,3176d8874c142d2d1383f38674c65e26,1017,339,3
615,317c2be00860ebb46b9a1b70aa94b3eb,14106,414.882352941176,34
616,3188ca2455815a03fd4ea1c86cc58105,2229,743,3
617,318fd1dfdbcde3bb904f304465920839,1384,276.8,5
618,31952,0,0,0
619,31a27e123f6f3d630a91f0ee468864b4,14638,662.168168168168,46
620,31b171268f647c92506a36dba6ca7550,3052,436,7
621,31b2c6b3140c8b095a009487c293f197,6981,634.636363636364,11
622,31b6e446a5aaabe246f151d2005c9854,10723,724.458333333333,32
623,31e86b005b97e1620aea718181b65e75,1503,501,3
624,31efeb216e5a313d629eb663b72c36e4,11984,1054.5,24
625,320e8d99a4ab91047b85f533f0504d59,3198,1599,2
626,32168,0,0,0
627,32273c3c22c86fadff2975d07e72be8d,1599,1599,1
628,32284,0,0,0
629,3233,0,0,0
630,32382,0,0,0
631,32427,0,0,0
632,324e922d610feb6b994e6f2474a87747,31640,608.461538461538,52
633,32561,0,0,0
634,32600,0,0,0
635,3261a5984d682e1b17293e9eb4d5094a,1045,209,5
636,32743,0,0,0
637,3279e01638d1202413c3dec20d3042ef,3156,315.6,10
638,328cf7cdf0da854c82eee77c91ce4709,11489,459.56,25
639,32970,0,0,0
640,32be53fc9784f6eb3c5f6919192c5041,3004,375.5,8
641,32d21accab431cffd748064bcf2826ae,3792,474,8
642,32dc4f31aa29ef406dcf664f5026fa67,1862,465.5,4
643,33089737ea7cca623da2744f0dd93d98,1121,373.666666666667,3
644,330b13e19e369b559d5b35ef3a4ff3f0,3079,307.9,10
645,331df809f83fdb2298a1f614464030ee,2352,784,3
646,3344a9d79acf21a9de4463293ca760be,1077,153.857142857143,7
647,33574,0,0,0
648,33657,0,0,0
649,33658,0,0,0
650,3367213ad8a6d9c9d1903457f9c90d5c,3332,476,7
651,33696,0,0,0
652,33741,0,0,0
653,338327a22d6326b7d5fb297fc4917d03,4406,400.545454545455,11
654,338ee561b120e35802c1fa91a6d0eff1,3290,411.25,8
655,33943b1f6dba96919ef2cdb539c426cc,20471,1028.8004756871,84
656,3399bae7f287e36b2d4753b66bacaa14,3670,1216.4,7
657,33b76c0c76806e1c9b0e1af56843ef2c,3047,304.7,10
658,33c4e6bdfeecd1c473e26b9be8577ee9,4035,237.352941176471,17
659,33cdc23c447a407b65c1f81ab20d81f3,1124,160.571428571429,7
660,33cf04a8d7599dc79d5f474176c42019,11607,374.41935483871,31
661,33dcbb6063ebdfce447b31bdebe02de7,2770,230.833333333333,12
662,33ff7c87dedafbcfb428719d54136cf4,3793,632.166666666667,6
663,34024,0,0,0
664,34114,0,0,0
665,341fddcd1f4f24334d90e6001e5f48a1,1306,326.5,4
666,34219,0,0,0
667,3433,0,0,0
668,344d9ac114701d7246db60cc1f2623c0,2967,593.4,5
669,345975f6b058f0e37690f432f8cd5b94,1397,465.666666666667,3
670,34706,0,0,0
671,34944,0,0,0
672,34965,0,0,0
673,349c052c2d9371bbf6035ba5e038f1d8,3157,210.466666666667,15
674,34a35d5a5658516ddcabb0d30bc8ef52,9327,1214.00833333333,24
675,34f2f0df9560fe0d6d3ec183c1b2745c,2319,2319,1
676,34f6fe77a0decdd67e88c310f513843f,3037,233.615384615385,13
677,35050e404707262411b13072dd5b7ebf,3764,198.105263157895,19
678,35057,0,0,0
679,350ace2c99d622518ad0a8a8669917e4,2582,860.666666666667,3
680,352e73b117e8b7f8a0abdd039f7b8a63,1587,226.714285714286,7
681,35477,0,0,0
682,35795c349af02c02364a9770725f705e,2126,531.5,4
683,35967,0,0,0
684,3599,0,0,0
685,35c58f38fbe87d1a95ea02355240e850,4520,322.857142857143,14
686,36040e3234333bb6090b68f4c9f83a26,2429,404.833333333333,6
687,3606180f1b4c0177c61b983c84303fbf,4239,847.8,5
688,36080b1894163ca4c893a6214dc11c9c,1119,1119,1
689,360f55b39cee8bfe3d0d7186bdad5798,2737,248.818181818182,11
690,36135,0,0,0
691,362ea8f95b3f993d455b4992c9a21a0c,1008,336,3
692,36373,0,0,0
693,363e002f531b02b0ac1b32d58abc3cd3,3032,336.888888888889,9
694,363e7005e8bc959e79b322195a097957,3746,535.142857142857,7
695,36533a1e0ba9129beef8cbccbecafed5,3543,196.833333333333,18
696,36617,0,0,0
697,36838,0,0,0
698,36977,0,0,0
699,36adbd571fb9b3912a55b5f3da93fb48,2382,297.75,8
700,36d0d0bb1940a7b3ae1d0ef7a60edee2,1080,216,5
701,36ea9496b626925fd69abfcb7cf89f2c,12135,638.684210526316,57
702,37019,0,0,0
703,3718,0,0,0
704,37181b2b790d73accabed71bb9784be5,3099,442.714285714286,7
705,37224,0,0,0
706,37326aae67fd70527e28e6acce924e0d,2287,228.7,10
707,3733c00eeab60711dfe4d0fd37f5593a,1705,341,5
708,373a5022ace813d21ced1709bfeef6c7,4498,321.285714285714,14
709,374092ade6506fb9e852472188a70f45,3179,529.833333333333,6
710,37499,0,0,0
711,37518,0,0,0
712,37685,0,0,0
713,3772543697d3a15ae8983a7d0f55708c,2116,176.333333333333,12
714,37765,0,0,0
715,37793,0,0,0
716,37946,0,0,0
717,37adc31b52331b4e8108fbc091e25705,2007,401.4,5
718,37b9072fbb6e594957f0d2a00a696e27,2917,324.111111111111,9
719,37bae3b8a54091f14dcde94e83ebf555,5253,750.428571428571,7
720,37dd9b4fbe48dbe188ddb34ed8823706,4288,357.333333333333,12
721,37df9f2aefc0d2239ea6d09cf3e41821,1095,365,3
722,3818297f8490f7fd4ecd62388a873b96,1718,429.5,4
723,383fa1cf71e06a599e022667562057ca,2050,341.666666666667,6
724,38529749f38f76a67996ef01e1b28437,100020,281.746478873239,355
725,38597,0,0,0
726,387351226bd8303b6bee398f9f557492,5265,1053,5
727,38801,0,0,0
728,3889664152eae5425438020e38353430,1276,319,4
729,388b944354462cedbe0b7c55861faa59,3373,843.25,4
730,38926f13e4ac3774269937578e4b83ee,2754,459,6
731,38abee0cc39af63e05c1d7b6f4b2f7fc,4579,241,19
732,38b0e7fd8771277dca528108526dfeb4,18372,835.090909090909,22
733,38b423cede2ee8e8863efb75762a702b,3089,617.8,5
734,38e786de647d3b71fecace8f18a5de6a,3995,799,5
735,38f41a12069f81675bb94ab97e76c2be,7278,1158.22857142857,19
736,39087,0,0,0
737,391ea4491cea04bd4835e9d7571e6ded,1756,439,4
738,39218,0,0,0
739,39374,0,0,0
740,394194bb9748f779dd606b24d555dcd2,4068,745.8,11
741,39491,0,0,0
742,395f6bd94952cc8b02a32c8be66bc1d2,2089,298.428571428571,7
743,3965,0,0,0
744,39662,0,0,0
745,39785a10245a1700c544bcff54733fec,3733,533.285714285714,7
746,397a27434d2d77f5e811b1c54f111823,4560,1140,4
747,397bb5a887dfed331efdca5696dabea7,1030,171.666666666667,6
748,39886,0,0,0
749,398dc9935c64d02528e703805b27d453,5268,1756,6
750,39919,0,0,0
751,39993,0,0,0
752,39d67cefe9f125940f9e3321d34ebc1e,1788,149,12
753,39f87786fa2d4c2f92accf086c3a7d4a,1012,126.5,8
754,3a0360e14dc9df06d1f427a1be926471,6146,614.6,10
755,3a1c4f2e539ad9d7dd74c0bb04bd72b7,5334,1407.73333333333,8
756,3a23dfdf280dd273106c0acbde9d46c5,3148,524.666666666667,6
757,3a26134b04b24d46de065ddec551233a,2476,619,4
758,3a4096270320f4e01168dfa734744b74,6468,818.444444444444,16
759,3a76d7de23ab0403d57b7a4717e213fc,3020,503.333333333333,6
760,3a86129a8f3cd4216342011b2e58fcb9,2067,516.75,4
761,3b30140040cccf5c05863c922052d998,3568,892,4
762,3b4d3bb4630ebca9153201b5cd4e84f1,2036,509,4
763,3b55fa91a28d9bbde20df49f608e5fc4,1688,562.666666666667,3
764,3b6aaebb9b3523e62303bdc54e13552c,6165,513.75,12
765,3b6f2d82fd927e252c76fec41bf57434,3249,1083,3
766,3bb2fc7b4574c3c78e517fc813d733e8,1318,659,2
767,3bdf75e2be0199e748d5b2d48fa63698,2098,1049,2
768,3bfbd30686b3d27d6274c29c74615d6f,2085,189.545454545455,11
769,3c358592ecb857b5c094786761fcd97d,2004,501,4
770,3c4ab172da8ad7071a837fa13f16ac29,3485,580.833333333333,6
771,3c4d39cbbdf54135085c1bd0085ce47f,5029,502.9,10
772,3c75c64333505310792991a54f03c577,6317,485.923076923077,13
773,3d0c7fc4c5c2877dc23e851fc0c9a0e6,2178,726,3
774,3d1bd498fa0f12ef83f941be33dfc55b,1506,376.5,4
775,3d5145d966aa330f02eb54b9eb7b86a6,7780,864.444444444444,9
776,3d74a817af53da19b40b7ba8fb282518,3220,1073.33333333333,3
777,3da07d84e9c603df78dfbd3d0596c956,3222,179,18
778,3db0d80fb3992db5cc429260453b7e9b,1144,228.8,5
779,3de3be6eb63b17ae26062fe292c249c5,1983,495.75,4
780,3df531a83606b13da0cb44b88ee42eb9,3830,957.5,4
781,3e009c44483dd2b6ddfc1537fd1cbf19,2074,414.8,5
782,3e02fe03117937418f83eb957a81fee7,3505,849.533333333333,8
783,3e1856bd69e96ba6cbe170e7122a979f,1280,640,2
784,3e2de37a1f1098fcb0ed220f9e525f7a,32895,5884.86666666667,28
785,3e31dd4a39651d3f7c049d5b9f9b5bae,2319,2319,1
786,3e34df1bd420f5acc1c654670c7d2521,3594,1797,6
787,3e3c152dd384706436e8aedf4a5c0791,2507,2507,1
788,3e868c4c538b16ca0f8130a9b4001595,19696,1110.07200292398,53
789,3eb7294b5e6dbe986db1e1924088d22e,3201,355.666666666667,9
790,3ecd3249e32bc47a3dae8346934de0fe,3148,349.777777777778,9
791,3ed5e402e021794dd339a23c7d32f2c4,5893,654.777777777778,9
792,3ed6b7528229df3bf0e363ee663d17a5,46082,2039.42791461412,92
793,3ed99aebef0f5b035d27c6f8831e2319,3044,507.333333333333,6
794,3ee2d8b00d5536250eb17eb884ae5645,1100,275,4
795,3ee378f4b79345961bc51382477d285c,6325,575,11
796,3eefafde92396d7b2da7a996aed7c4cb,2899,2899,1
797,3f08f819a83d79b5504bed3bf4b25be3,2375,296.875,8
798,3f0c78f295696f7a46a1b3f86dfb887f,3474,579,6
799,3f2f5d4f9af42ead109fc15998c6b094,3916,489.5,8
800,3f35b6c9783f1cad7aea0c6e030ad9bc,2370,296.25,8
801,3f56907238b0225e75ac1b86ddce8769,3594,599,6
802,3f60775dbf0a24c9af01693f49fe14cf,3068,255.666666666667,12
803,3f6b5e45ae4566f3f6abeee5722b416f,1029,343,3
804,3f9a8fdfebfa6adddb983cd716fa2c1b,2040,340,6
805,3fa2f1b02e6e65400c97a736a525e5db,2132,164,13
806,3fcfb133453d643e8de6b3a2d201008a,2542,635.5,4
807,40051,0,0,0
808,4011ef841c9ac3128eb7fb246891849e,3442,430.25,8
809,40300266d0728aa7b97da61df7436107,3313,1656.5,2
810,40329,0,0,0
811,4037df662cc2c42ca5fb6ea86e746aa5,2176,197.818181818182,11
812,40440fb8b9e642e315e0a7fd37e4c363,5092,509.2,10
813,4048bff20dba630f5f3559e1c03f2496,2348,391.333333333333,12
814,40505a61f4ba6ee8ee4e35eaa340662b,3285,1095,3
815,4050625ee076bfcef4631244212f2aba,10223,685.542857142857,31
816,407,0,0,0
817,40836,0,0,0
818,408ca0d63a2afe8b466931d5853dbd5a,2253,450.6,5
819,40a1de604a746739313e24089d2db7c0,5068,1267,4
820,40a9e82a03e8411de32df4e4f44b67bc,3856,482,8
821,40b562306c535e2b2dd7ca790db42d09,3162,790.5,4
822,40e38eb5b492c41497909933391e6638,7618,867.8,26
823,40ed042ec3207fbe3986c6c9009c557b,2686,537.2,5
824,40fb7c64b3c69edb27f629ef501c169b,1429,714.5,2
825,40fe90135740c679d4da8293dc65c07b,2376,237.6,10
826,4129cea07ab7bd6719585de02086d3b3,2197,732.333333333333,3
827,4129f9996658111d37a2c4c1204e4f25,1099,219.8,5
828,412ccb2cec9e3dab6fc8083c87e8ae33,1004,251,4
829,41326,0,0,0
830,413907f2bad3aceb32064edcad078aad,5397,1799,3
831,41429fe3ff54664ade976d2a71665f23,3040,233.846153846154,13
832,4154be86ac4aceef41ef0a825ef4b246,2704,386.285714285714,7
833,415dd27c50cad4da809f2f7701d3fcde,2379,396.5,6
834,415f6aac27f777d055f08595aa7e13c2,9623,1034.90909090909,19
835,41606a150ea5bb657f44fa847d5e3432,1175,1175,1
836,41697,0,0,0
837,41716,0,0,0
838,41751,0,0,0
839,41837,0,0,0
840,4186005e8c15934cc82c64509a8330ac,1062,354,3
841,418fe634563a4555f4b97a8f7a5312f7,3098,442.571428571429,7
842,41a3f89ac9c1e6cf593571331c7d554d,2672,222.666666666667,12
843,41b97448dfbfdccc0e00764c23599ac1,2584,369.142857142857,7
844,41f3f678acf616023928177f6a6cf3f8,1322,330.5,4
845,42079,0,0,0
846,420c7a51cd5302c91a8d3bd828005a22,2036,407.2,5
847,42353b5ac8090e7dce72ecc54422f90c,11524,823.142857142857,14
848,423c290b33f24b7b241dfef9853abc8a,1137,379,3
849,423cb8f14db7b600764a61a395e78a32,2097,524.25,4
850,42414,0,0,0
851,42452,0,0,0
852,42462,0,0,0
853,42481dfccc5e11fde0cafe111a775cc4,5809,829.857142857143,7
854,42536,0,0,0
855,42610,0,0,0
856,4263,0,0,0
857,4266,0,0,0
858,426d7008d4831b3d183b3243e2c24372,5332,761.714285714286,7
859,42703,0,0,0
860,427e43839e96f6e0c97e19119b1d4c84,4990,499,10
861,42ac5f8b85253d466247f0df89ded499,3913,782.6,5
862,42b0eea3d0615a19e20d25214cbbdc5a,5652,513.818181818182,11
863,42ddb048cba003e1625f8d6ed9f618ae,3588,512.571428571429,7
864,42de4d3f61a7296e94ca57ce21c4b491,12540,1662.10822510823,24
865,42f001899aa4f1930a00c40d450de0e9,2233,446.6,5
866,4305d53b631e9d3b2310713580c0234a,1038,519,2
867,430844ea63d24b04c7b2d25d306fc4d1,1887,269.571428571429,7
868,43261954cb278cf9e9d835d13fb5e46d,1556,389,4
869,43303,0,0,0
870,43375,0,0,0
871,43498,0,0,0
872,4350,0,0,0
873,438303f7badd0769144a54b055100734,7178,652.545454545455,11
874,438443d7403255ee3ec89144e612b56e,1477,492.333333333333,3
875,439d16fd54cefb69bf9711415d70e38b,2120,424,5
876,43ad3fc18a1a520b2f1ff74122c85a43,1587,529,3
877,43ae03cd32bb06ea90166d1dc7ab2f04,6891,382.833333333333,18
878,43d993b39c43f3a89dec2b27e02d0a4b,3200,290.909090909091,11
879,43fa613a36057c41a276abba583e6cb5,3330,333,10
880,44497,0,0,0
881,44513056d54123231121b5637f931a10,1779,593,3
882,445162a1ab7fcac877a3a84f7a1b84a9,8018,471.647058823529,17
883,44550b6c3f98246a486e2c1dde94109c,1946,648.666666666667,3
884,445615054f539304e91d62deae1078ef,3397,566.166666666667,6
885,446c5b9835d1abfd6921cdb10a2aac8d,3198,1599,2
886,448e55b314394a72cb1d09dfe42b491d,11130,318,70
887,448ead5b60ade2634f7d4117928810bf,1062,177,6
888,44922,0,0,0
889,44932,0,0,0
890,44a20d60664937b6fc3a38901f223a26,5997,949.52380952381,13
891,44ba3fa075774244160e59663abadf73,4088,371.636363636364,11
892,44c8c89c08faf3419151d5de1c8ee06a,2448,408,6
893,44d6932304bec309a5492734fee04b98,3065,510.833333333333,6
894,44de3395b9bffdcb5c5b6394d7ae3e53,1616,808,2
895,44e8ee1d261d5e5164e6e3c85ed06b94,1067,355.666666666667,3
896,44f0c318bae520ddb9e713e40e17628c,1748,874,2
897,4500a5593d0f78a1dc7707e914875393,4571,1523.66666666667,3
898,4502ac76d6474e9d6da794def53c3085,7661,957.625,8
899,45118,0,0,0
900,451d2533eddf90fc3defc02d6e6f1747,3336,834,4
901,4520c839dfd67c77d5aae5988e5bf02d,6410,1068.33333333333,6
902,4537ba4d0ffdb6a2fe6903c1c89481ea,3311,183.944444444444,18
903,453b92649db5270abd90c7cd0e5a76a5,2080,297.142857142857,7
904,45416,0,0,0
905,454dbc0bceec37e5ba26172946e0367f,2365,295.625,8
906,45667,0,0,0
907,45698,0,0,0
908,456d7c669bc663498b4a109a73ce9a69,3110,388.75,8
909,4580b62137b77de100b711219b29385e,8716,581.066666666667,15
910,45a67e542c96a5e09b8f6c9f9a21f867,1599,1599,1
911,460e6db6d6084e6adc1f550f84676ef2,7912,659.333333333333,12
912,46173,0,0,0
913,4636b39a500fe5746dc19b53295ed1be,5624,803.428571428571,7
914,46396f8a5f55c84c1d79b936ef33ecb4,1959,391.8,5
915,465bbc37b65141e2c16d79e263f3494f,3348,279,12
916,46707,0,0,0
917,46717c3676efbaab48e53c2c148f0af5,4088,340.666666666667,12
918,468260223bf3af29706a8d564c34e409,3247,463.857142857143,7
919,46869637326de4d17c00bd395cccfeb7,10222,2555.5,8
920,46a32f62a514971bcae4271011a29b80,2200,440,5
921,46ac6a0993c1b04359c5a6382bd20572,3025,432.142857142857,7
922,46c70188f5bd7b7dd7b37459db5b0e20,1754,584.666666666667,3
923,46cc74cdc0df84e48fe653f7edacd806,1702,212.75,8
924,46cfde35e0fb56d4214ba0bc66e8f232,15064,470.75,32
925,47162,0,0,0
926,4723d19e7c74d31c94ac89be765d8d9e,8720,1635,16
927,472611eaef133bafed0a9c4cb59b8e00,2854,1427,2
928,4748606e82d40733bfc2c50137ba9515,2390,239,10
929,474bdbcdd54a487c4583f7eb70d2a353,3159,1053,3
930,47544,0,0,0
931,475ef455b0093a505881de6d896181a9,2312,462.4,5
932,4777aa128bd7e54b979e3b377e4ec7ac,3313,541.4,12
933,4779,0,0,0
934,47863,0,0,0
935,47a8496b71a0ecf64af0384a32a979d9,2547,849,3
936,47b417e0c10a743911dd795d66a70004,2826,942,3
937,47b654da316e8e2f04bda544a00cdc46,3324,332.4,10
938,47bcfb842aa0d1fc412aa8230f90b098,2092,523,4
939,47d07b48ed7aedd430fd0f807727135f,3591,299.25,12
940,47d6229fca6b5cfc510db82fa3df9570,1899,1899,1
941,47d90669163c8c782668773240d5f0d3,1598,799,2
942,47deef146b20f40c37e4e1fbccdc7ffb,9873,308.53125,32
943,4808cd6f09ea37d96908ca71dcbabe5f,3828,765.6,5
944,4815,0,0,0
945,48226,0,0,0
946,48344,0,0,0
947,4853ddcb2b79240bed7d39a0bb36a0a3,4341,514.847222222222,17
948,48873,0,0,0
949,48c62747e49eb6777c9eff1643f3f8b6,4280,475.555555555556,9
950,48e0219491788b06bf2dbd11c9517593,6002,428.714285714286,14
951,48ee8323bba7ed77778738976443304d,25884,1991.07692307692,13
952,4908f83c844b46cb86afd3c43564751a,7298,1726.83333333333,11
953,49142f8400979cf5de277a87777e21fb,3470,867.5,4
954,49274,0,0,0
955,492ec73d1f3f300ee4c234801c4dca70,6213,388.3125,16
956,493020ea8b7c7108e4f5141f0164b7bf,2532,506.4,5
957,49344f089719f3e5f433cfd44f9d9866,3555,723.5,12
958,49398,0,0,0
959,49493d2c7edc6de1a3fdfcaff1a2514c,2109,301.285714285714,7
960,494b1716729216baae6010394312fafb,3280,328,10
961,494c4933b6faa27b7c042e60cade6c82,3312,194.823529411765,17
962,49503,0,0,0
963,49504,0,0,0
964,49542bf2bf856c80f867911794f1df07,3966,264.4,15
965,49603,0,0,0
966,49740cdb3816bd551a975f269349b679,4486,280.375,16
967,497fcf96064faed414f1a8c304854d66,1746,349.2,5
968,4987b0d8440f85388894fc131d2de776,1034,147.714285714286,7
969,499121256e68d60838536be660b89802,2870,260.909090909091,11
970,49aba3785774e85c00b3c261cbe93f9e,3188,797,4
971,49fd1307c28bda0524d3603f274a1562,12517,417.233333333333,30
972,4a051ab0f1def0c210bd43fb833e756d,2925,243.75,12
973,4a28b73ac91e25a4ed16cb6961672a13,2027,337.833333333333,6
974,4a66bb22f26d6254f7aaed7733294c7f,3249,406.125,8
975,4a66be8337949aa2c5c0f684f25a49ed,1089,181.5,6
976,4a6bfaf144dcc59a4f0915024adb61cb,4596,574.5,8
977,4aa142b51b7199c1c1c925f42d4b4301,3163,1054.33333333333,3
978,4aaaff198ae1229f2d9afc27179c6785,2146,357.666666666667,6
979,4ad3044889f374b42b45655f86268f69,6148,614.8,10
980,4aebd78c384dc2ce2b6400434047306f,3076,384.5,8
